15,98;0
15,87;1
15,74;2
15,62;3
15,49;4
15,37;5
15,26;6
15,14;7
15,02;8
14,91;9
14,79;10
14,69;11
14,58;12
14,47;13
14,37;14
14,26;15
14,16;16
14,06;17
13,96;18
13,86;19
13,75;20
13,66;21
13,57;22
13,48;23
13,39;24
13,29;25
13,2;26
13,11;27
13,03;28
12,94;29
12,85;30
12,76;31
12,68;32
12,59;33
12,52;34
12,43;35
12,35;36
12,27;37
12,19;38
12,11;39
12,03;40
11,95;41
11,87;42
11,8;43
11,72;44
11,65;45
11,58;46
11,5;47
11,43;48
11,35;49
11,28;50
11,21;51
11,14;52
11,07;53
11;54
10,93;55
10,86;56
10,79;57
10,73;58
10,66;59
10,59;60
10,53;61
10,46;62
10,39;63
10,33;64
10,26;65
10,2;66
10,14;67
10,07;68
10,01;69
9,94;70
9,88;71
9,82;72
9,76;73
9,7;74
9,64;75
9,57;76
9,52;77
9,45;78
9,39;79
9,33;80
9,27;81
9,22;82
9,16;83
9,1;84
9,04;85
8,98;86
8,92;87
8,87;88
8,81;89
8,75;90
8,7;91
8,64;92
8,59;93
8,53;94
8,47;95
8,41;96
8,36;97
8,3;98
8,25;99
8,19;100
8,14;101
8,08;102
8,03;103
7,97;104
7,92;105
7,86;106
7,81;107
7,76;108
7,7;109
7,65;110
7,6;111
7,55;112
7,49;113
7,44;114
7,39;115
7,33;116
7,28;117
7,23;118
7,18;119
7,12;120
7,07;121
7,02;122
6,97;123
6,92;124
6,86;125
6,81;126
6,76;127
6,71;128
6,66;129
6,61;130
6,56;131
6,51;132
6,45;133
6,4;134
6,35;135
6,3;136
6,25;137
6,2;138
6,15;139
6,1;140
6,05;141
6;142
5,95;143
5,9;144
5,85;145
5,8;146
5,75;147
5,7;148
5,65;149
5,59;150
5,55;151
5,5;152
5,45;153
5,4;154
5,35;155
5,3;156
5,25;157
5,2;158
5,15;159
5,09;160
5,04;161
4,99;162
4,94;163
4,89;164
4,84;165
4,79;166
4,74;167
4,69;168
4,64;169
4,59;170
4,54;171
4,49;172
4,44;173
4,39;174
4,34;175
4,29;176
4,24;177
4,19;178
4,14;179
4,08;180
4,03;181
3,98;182
3,93;183
3,89;184
3,83;185
3,78;186
3,73;187
3,68;188
3,63;189
3,58;190
3,53;191
3,47;192
3,42;193
3,37;194
3,32;195
3,27;196
3,22;197
3,17;198
3,11;199
3,06;200
3;201
2,96;202
2,9;203
2,85;204
2,8;205
2,75;206
2,7;207
2,65;208
2,59;209
2,54;210
2,48;211
2,43;212
2,38;213
2,32;214
2,27;215
2,22;216
2,17;217
2,11;218
2,06;219
2;220
1,95;221
1,89;222
1,84;223
1,78;224
1,72;225
1,67;226
1,61;227
1,56;228
1,5;229
1,45;230
1,39;231
1,33;232
1,28;233
1,22;234
1,17;235
1,1;236
1,05;237
0,99;238
0,94;239
0,88;240
0,82;241
0,76;242
0,71;243
0,65;244
0,59;245
0,53;246
0,47;247
0,41;248
0,35;249
0,29;250
0,23;251
0,17;252
0,11;253
0,05;254
0;255
