 0.0,1019
 0.1,998
 0.2,983
 0.3,969
 0.4,963
 0.5,949
 0.6,935
 0.7,929
 0.8,916
 0.9,903
 1.0,891
 1.1,885
 1.2,873
 1.3,860
 1.4,849
 1.5,843
 1.6,832
 1.7,821
 1.8,809
 1.9,798
 2.0,788
 2.1,783
 2.2,773
 2.3,763
 2.4,753
 2.5,743
 2.6,734
 2.7,724
 2.8,720
 2.9,710
 3.0,701
 3.1,692
 3.2,684
 3.3,675
 3.4,666
 3.5,658
 3.6,650
 3.7,641
 3.8,633
 3.9,625
 4.0,618
 4.1,610
 4.2,602
 4.3,595
 4.4,587
 4.5,580
 4.6,573
 4.7,565
 4.8,559
 4.9,552
 5.0,544
 5.1,542
 5.2,532
 5.3,524
 5.4,520
 5.5,512
 5.6,505
 5.7,501
 5.8,494
 5.9,487
 6.0,480
 6.1,476
 6.2,469
 6.3,463
 6.4,456
 6.5,453
 6.6,447
 6.7,440
 6.8,434
 6.9,429
 7.0,423
 7.1,420
 7.2,414
 7.3,408
 7.4,402
 7.5,397
 7.6,392
 7.7,387
 7.8,384
 7.9,379
 8.0,374
 8.1,369
 8.2,364
 8.3,359
 8.4,354
 8.5,349
 8.6,345
 8.7,340
 8.8,335
 8.9,331
 9.0,327
 9.1,323
 9.2,318
 9.3,314
 9.4,310
 9.5,306
 9.6,302
 9.7,297
 9.8,293
 9.9,290
10.0,291
10.1,286
10.2,281
10.3,277
10.4,275
10.5,270
10.6,266
10.7,264
10.8,260
10.9,256
11.0,252
11.1,250
11.2,246
11.3,242
11.4,239
11.5,237
11.6,233
11.7,230
11.8,226
11.9,223
12.0,219
12.1,218
12.2,215
12.3,212
12.4,208
12.5,205
12.6,202
12.7,199
12.8,198
12.9,195
13.0,192
13.1,189
13.2,186
13.3,184
13.4,181
13.5,178
13.6,176
13.7,173
13.8,171
13.9,168
14.0,166
14.1,163
14.2,161
14.3,158
14.4,156
14.5,154
14.6,151
14.7,149
14.8,147
14.9,145
15.0,146
15.1,141
15.2,139
15.3,137
15.4,135
15.5,133
15.6,130
15.7,129
15.8,127
15.9,125
16.0,123
16.1,122
16.2,119
16.3,117
16.4,115
16.5,114
16.6,112
16.7,110
16.8,108
16.9,107
17.0,105
17.1,104
17.2,102
17.3,100
17.4,98
17.5,97
17.6,95
17.7,93
17.8,92
17.9,91
18.0,89
18.1,88
18.2,86
18.3,85
18.4,83
18.5,82
18.6,80
18.7,79
18.8,78
18.9,76
19.0,75
19.1,73
19.2,72
19.3,71
19.4,70
19.5,68
19.6,67
19.7,66
19.8,64
19.9,63
20.0,62
20.1,61
20.2,60
20.3,59
20.4,57
20.5,56
20.6,55
20.7,54
20.8,53
20.9,52
21.0,51
21.1,50
21.2,49
21.3,48
21.4,48
21.5,46
21.6,46
21.7,45
21.8,44
21.9,43
22.0,42
22.1,41
22.2,40
22.3,39
22.4,38
22.5,37
22.6,36
22.7,36
22.8,35
22.9,34
23.0,33
23.1,32
23.2,31
23.3,31
23.4,30
23.5,29
23.6,28
23.7,27
23.8,27
23.9,26
24.0,26
24.1,25
24.2,24
24.3,23
24.4,23
24.5,23
24.6,22
24.7,21
24.8,20
24.9,20
25.0,19
25.1,18
25.2,18
25.3,17
25.4,16
25.5,16
25.6,15
25.7,15
25.8,14
25.9,14
26.0,13
26.1,13
26.2,12
26.3,12
26.4,11
26.5,11
26.6,11
26.7,10
26.8,9
26.9,9
27.0,9
27.1,9
27.2,8
27.3,7
27.4,7
27.5,6
27.6,6
27.7,5
27.8,5
27.9,5
28.0,4
28.1,4
28.2,4
28.3,3
28.4,3
28.5,2
28.6,2
28.7,2
28.8,1
28.9,1
29.0,1
29.1,0
29.2,0
